athlete_name,year,points_earned,event_name,country,profile_url,stance,first_season,age,height(cm),weight(kg),beach,event_region,event_country
Jeremy Flores,2015,6500,Fiji Pro,France,https://www.worldsurfleague.com/athletes/562/jeremy-flores,Regular,2006 Men's CT,27,173,72,Cloudbreak,Tavarua Island,Fiji
Adrian Buchan,2016,6500,Fiji Pro,Australia,https://www.worldsurfleague.com/athletes/575/adrian-buchan,Goofy,2003 Men's CT,34,175,75,Cloudbreak,Tavarua Island,Fiji
Owen Wright,2015,6500,Tahiti Pro Teahupo'o,Australia,https://www.worldsurfleague.com/athletes/297/owen-wright,Goofy,2006 Men's CT,25,190,81,Teahupo'o,Tahiti,French Polynesia
Adrian Buchan,2016,6500,Tahiti Pro Teahupo'o,Australia,https://www.worldsurfleague.com/athletes/575/adrian-buchan,Goofy,2003 Men's CT,34,175,75,Teahupo'o,Tahiti,French Polynesia
Mick Fanning,2016,6500,Rip Curl Pro Bells Beach,Australia,https://www.worldsurfleague.com/athletes/554/mick-fanning,Regular,1999 Men's CT,35,178,79,Bells Beach,Victoria,Australia
Gabriel Medina,2016,6500,Tahiti Pro Teahupo'o,Brazil,https://www.worldsurfleague.com/athletes/1085/gabriel-medina,Goofy,2008 Men's QS,22,180,77,Teahupo'o,Tahiti,French Polynesia
Adriano de Souza,2016,6500,Oi Rio Pro,Brazil,https://www.worldsurfleague.com/athletes/13/adriano-de-souza,Regular,2006 Men's CT,29,170,66,Itaúna,Saquarena,Brasil
Matt Wilkinson,2017,6500,Oi Rio Pro,Australia,https://www.worldsurfleague.com/athletes/226/matt-wilkinson,Goofy,2006 Men's CT,29,180,82,Itaúna,Saquarena,Brasil
Filipe Toledo,2017,6500,Margaret River Pro,Brazil,https://www.worldsurfleague.com/athletes/1456/filipe-toledo,Regular,2009 Men's QS,22,175,70,Main Breack,Margaret River,Australia
Kolohe Andino,2017,6500,Tahiti Pro Teahupo'o,United States,https://www.worldsurfleague.com/athletes/1164/kolohe-andino,Regular,2008 Men's QS,23,180,79,Teahupo'o,Tahiti,French Polynesia
Julian Wilson,2016,6500,J-Bay Open,Australia,https://www.worldsurfleague.com/athletes/763/julian-wilson,Regular,2007 Men's CT,27,183,82,Supertubes,Jeffreys Bay,South Africa
Josh Kerr,2016,6500,J-Bay Open,Australia,https://www.worldsurfleague.com/athletes/606/josh-kerr,Regular,2007 Men's CT,32,173,69,Supertubes,Jeffreys Bay,South Africa
Jack Freestone,2017,6500,Margaret River Pro,Australia,https://www.worldsurfleague.com/athletes/2112/jack-freestone,Regular,2010 Men's QS,25,185,86,Main Breack,Margaret River,Australia
Italo Ferreira,2015,6500,Oi Rio Pro,Brazil,https://www.worldsurfleague.com/athletes/1737/italo-ferreira,Goofy,2009 Men's QS,21,168,68,Itaúna,Saquarena,Brasil
Gabriel Medina,2017,6500,J-Bay Open,Brazil,https://www.worldsurfleague.com/athletes/1085/gabriel-medina,Goofy,2008 Men's QS,23,180,77,Supertubes,Jeffreys Bay,South Africa
Adrian Buchan,2015,6500,J-Bay Open,Australia,https://www.worldsurfleague.com/athletes/575/adrian-buchan,Goofy,2003 Men's CT,33,175,75,Supertubes,Jeffreys Bay,South Africa
Julian Wilson,2017,6500,J-Bay Open,Australia,https://www.worldsurfleague.com/athletes/763/julian-wilson,Regular,2007 Men's CT,28,183,82,Supertubes,Jeffreys Bay,South Africa
Kelly Slater,2015,6500,J-Bay Open,United States,https://www.worldsurfleague.com/athletes/553/kelly-slater,Regular,1989 Men's CT,43,175,73,Supertubes,Jeffreys Bay,South Africa
Ezekiel Lau,2017,6500,Rip Curl Pro Bells Beach,Hawaii,https://www.worldsurfleague.com/athletes/1957/ezekiel-lau,Regular,2008 Men's QS,23,186,92,Bells Beach,Victoria,Australia
Nat Young,2015,6500,Rip Curl Pro Bells Beach,United States,https://www.worldsurfleague.com/athletes/139/nat-young,Goofy,2008 Men's QS,24,180,75,Bells Beach,Victoria,Australia
Josh Kerr,2015,6500,Rip Curl Pro Bells Beach,Australia,https://www.worldsurfleague.com/athletes/606/josh-kerr,Regular,2007 Men's CT,31,173,69,Bells Beach,Victoria,Australia
Matt Wilkinson,2015,6500,Oi Rio Pro,Australia,https://www.worldsurfleague.com/athletes/226/matt-wilkinson,Goofy,2006 Men's CT,27,180,82,Itaúna,Saquarena,Brasil
John John Florence,2017,6500,Rip Curl Pro Bells Beach,Hawaii,https://www.worldsurfleague.com/athletes/199/john-john-florence,Regular,2008 Men's QS,24,186,79,Bells Beach,Victoria,Australia
Italo Ferreira,2016,6500,Margaret River Pro,Brazil,https://www.worldsurfleague.com/athletes/1737/italo-ferreira,Goofy,2009 Men's QS,22,168,68,Main Breack,Margaret River,Australia
Joel Parkinson,2016,6500,Margaret River Pro,Australia,https://www.worldsurfleague.com/athletes/556/joel-parkinson,Regular,1999 Men's CT,35,183,82,Main Breack,Margaret River,Australia
Gabriel Medina,2016,6500,Oi Rio Pro,Brazil,https://www.worldsurfleague.com/athletes/1085/gabriel-medina,Goofy,2008 Men's QS,22,180,77,Itaúna,Saquarena,Brasil
Italo Ferreira,2016,6500,Rip Curl Pro Bells Beach,Brazil,https://www.worldsurfleague.com/athletes/1737/italo-ferreira,Goofy,2009 Men's QS,22,168,68,Bells Beach,Victoria,Australia
Adriano de Souza,2015,6500,Quiksilver Pro Gold Coast,Brazil,https://www.worldsurfleague.com/athletes/13/adriano-de-souza,Regular,2006 Men's CT,28,170,66,Snapper Rocks,"Gold Coast, Queensland",Australia
Tanner Gudauskas,2016,6500,Hurley Pro at Trestles,United States,https://www.worldsurfleague.com/athletes/25/tanner-gudauskas,Goofy,2008 Men's QS,28,178,81,Trestles,"San Clemente, California",USA
Filipe Toledo,2016,6500,Quiksilver Pro Gold Coast,Brazil,https://www.worldsurfleague.com/athletes/1456/filipe-toledo,Regular,2009 Men's QS,21,175,70,Snapper Rocks,"Gold Coast, Queensland",Australia
Kolohe Andino,2017,6500,Quiksilver Pro France,United States,https://www.worldsurfleague.com/athletes/1164/kolohe-andino,Regular,2008 Men's QS,23,180,79,Hossegor,Landas,France
Kelly Slater,2016,6500,Billabong Pipe Masters,United States,https://www.worldsurfleague.com/athletes/553/kelly-slater,Regular,1989 Men's CT,44,175,73,Pipeline,Oahu,"Hawai, USA"
Miguel Pupo,2015,6500,Quiksilver Pro Gold Coast,Brazil,https://www.worldsurfleague.com/athletes/688/miguel-pupo,Goofy,2008 Men's QS,23,175,73,Snapper Rocks,"Gold Coast, Queensland",Australia
John John Florence,2016,6500,Quiksilver Pro France,Hawaii,https://www.worldsurfleague.com/athletes/199/john-john-florence,Regular,2008 Men's QS,23,186,79,Hossegor,Landas,France
Kolohe Andino,2016,6500,Quiksilver Pro France,United States,https://www.worldsurfleague.com/athletes/1164/kolohe-andino,Regular,2008 Men's QS,22,180,79,Hossegor,Landas,France
Adrian Buchan,2017,6500,Hurley Pro at Trestles,Australia,https://www.worldsurfleague.com/athletes/575/adrian-buchan,Goofy,2003 Men's CT,35,175,75,Trestles,"San Clemente, California",USA
Kanoa Igarashi,2017,6500,Billabong Pipe Masters,Japan,https://www.worldsurfleague.com/athletes/3896/kanoa-igarashi,Regular,2012 Men's JR,20,180,78,Pipeline,Oahu,"Hawai, USA"
Filipe Toledo,2016,6500,Hurley Pro at Trestles,Brazil,https://www.worldsurfleague.com/athletes/1456/filipe-toledo,Regular,2009 Men's QS,21,175,70,Trestles,"San Clemente, California",USA
Kolohe Andino,2016,6500,Billabong Pipe Masters,United States,https://www.worldsurfleague.com/athletes/1164/kolohe-andino,Regular,2008 Men's QS,22,180,79,Pipeline,Oahu,"Hawai, USA"
John John Florence,2017,6500,Quiksilver Pro France,Hawaii,https://www.worldsurfleague.com/athletes/199/john-john-florence,Regular,2008 Men's QS,24,186,79,Hossegor,Landas,France
Ian Gouveia,2017,6500,Billabong Pipe Masters,Brazil,https://www.worldsurfleague.com/athletes/1089/ian-gouveia,Goofy,2008 Men's QS,24,167,69,Pipeline,Oahu,"Hawai, USA"
Filipe Toledo,2015,6500,Hurley Pro at Trestles,Brazil,https://www.worldsurfleague.com/athletes/1456/filipe-toledo,Regular,2009 Men's QS,20,175,70,Trestles,"San Clemente, California",USA
Gabriel Medina,2015,6500,Hurley Pro at Trestles,Brazil,https://www.worldsurfleague.com/athletes/1085/gabriel-medina,Goofy,2008 Men's QS,21,180,77,Trestles,"San Clemente, California",USA
Gabriel Medina,2017,6500,Quiksilver Pro Gold Coast,Brazil,https://www.worldsurfleague.com/athletes/1085/gabriel-medina,Goofy,2008 Men's QS,23,180,77,Snapper Rocks,"Gold Coast, Queensland",Australia
Julian Wilson,2015,6500,Quiksilver Pro France,Australia,https://www.worldsurfleague.com/athletes/763/julian-wilson,Regular,2007 Men's CT,26,183,82,Hossegor,Landas,France
John John Florence,2017,6500,Quiksilver Pro Gold Coast,Hawaii,https://www.worldsurfleague.com/athletes/199/john-john-florence,Regular,2008 Men's QS,24,186,79,Snapper Rocks,"Gold Coast, Queensland",Australia
Mick Fanning,2015,6500,Billabong Pipe Masters,Australia,https://www.worldsurfleague.com/athletes/554/mick-fanning,Regular,1999 Men's CT,34,178,79,Pipeline,Oahu,"Hawai, USA"
Kanoa Igarashi,2017,6500,MEO Pro Portugal,Japan,https://www.worldsurfleague.com/athletes/3896/kanoa-igarashi,Regular,2012 Men's JR,20,180,78,Guincho,Cascais,Portugal
Stuart Kennedy,2016,6500,Quiksilver Pro Gold Coast,Australia,https://www.worldsurfleague.com/athletes/224/stuart-kennedy,Regular,2008 Men's QS,26,175,73,Snapper Rocks,"Gold Coast, Queensland",Australia
Mason Ho,2015,6500,Billabong Pipe Masters,Hawaii,https://www.worldsurfleague.com/athletes/598/mason-ho,Regular,2008 Men's QS,27,173,68,Pipeline,Oahu,"Hawai, USA"
Brett Simpson,2015,6500,MEO Pro Portugal,United States,https://www.worldsurfleague.com/athletes/23/brett-simpson,Regular,2008 Men's QS,30,185,81,Guincho,Cascais,Portugal
Adriano de Souza,2015,6500,Quiksilver Pro France,Brazil,https://www.worldsurfleague.com/athletes/13/adriano-de-souza,Regular,2006 Men's CT,28,170,66,Hossegor,Landas,France
Vasco Ribeiro,2015,6500,MEO Pro Portugal,Portugal,https://www.worldsurfleague.com/athletes/1358/vasco-ribeiro,Regular,2008 Men's QS,20,180,84,Guincho,Cascais,Portugal
Jordy Smith,2016,6500,MEO Pro Portugal,South Africa,https://www.worldsurfleague.com/athletes/564/jordy-smith,Regular,2006 Men's CT,28,190,88,Guincho,Cascais,Portugal
Kolohe Andino,2016,6500,MEO Pro Portugal,United States,https://www.worldsurfleague.com/athletes/1164/kolohe-andino,Regular,2008 Men's QS,22,180,79,Guincho,Cascais,Portugal
Kolohe Andino,2017,6500,MEO Pro Portugal,United States,https://www.worldsurfleague.com/athletes/1164/kolohe-andino,Regular,2008 Men's QS,23,180,79,Guincho,Cascais,Portugal
John John Florence,2017,6500,Hurley Pro at Trestles,Hawaii,https://www.worldsurfleague.com/athletes/199/john-john-florence,Regular,2008 Men's QS,24,186,79,Trestles,"San Clemente, California",USA
Ezekiel Lau,2018,6085,Oi Rio Pro,Hawaii,https://www.worldsurfleague.com/athletes/1957/ezekiel-lau,Regular,2008 Men's QS,24,186,92,Itaúna,Saquarena,Brasil
Kelly Slater,2019,6085,Corona Bali Protected,United States,https://www.worldsurfleague.com/athletes/553/kelly-slater,Regular,1989 Men's CT,47,175,73,Keramas,Bali,Indonesia
Ryan Callinan,2019,6085,Rip Curl Pro Bells Beach,Australia,https://www.worldsurfleague.com/athletes/1760/ryan-callinan,Goofy,2009 Men's QS,27,183,80,Bells Beach,Victoria,Australia
Kolohe Andino,2018,6085,Margaret River Pro,United States,https://www.worldsurfleague.com/athletes/1164/kolohe-andino,Regular,2008 Men's QS,24,180,79,Main Breack,Margaret River,Australia
Mikey Wright,2018,6085,Margaret River Pro,Australia,https://www.worldsurfleague.com/athletes/3830/mikey-wright,Regular,2012 Men's JR,22,183,80,Main Breack,Margaret River,Australia
Gabriel Medina,2018,6085,Rip Curl Pro Bells Beach,Brazil,https://www.worldsurfleague.com/athletes/1085/gabriel-medina,Goofy,2008 Men's QS,24,180,77,Bells Beach,Victoria,Australia
Julian Wilson,2018,6085,Oi Rio Pro,Australia,https://www.worldsurfleague.com/athletes/763/julian-wilson,Regular,2007 Men's CT,29,183,82,Itaúna,Saquarena,Brasil
Kelly Slater,2022,6085,Tahiti Pro Teahupo'o,United States,https://www.worldsurfleague.com/athletes/553/kelly-slater,Regular,1989 Men's CT,50,175,73,Teahupo'o,Tahiti,French Polynesia
Frederico Morais,2019,6085,Oi Rio Pro,Portugal,https://www.worldsurfleague.com/athletes/1343/frederico-morais,Regular,2008 Men's QS,27,185,81,Itaúna,Saquarena,Brasil
Italo Ferreira,2021,6085,Rip Curl Rottnest Search,Brazil,https://www.worldsurfleague.com/athletes/1737/italo-ferreira,Goofy,2009 Men's QS,27,168,68,Rottnest Island,Western Australia,Australia
Ethan Ewing,2022,6085,Margaret River Pro,Australia,https://www.worldsurfleague.com/athletes/4133/ethan-ewing,Regular,2012 Men's JR,24,178,77,Main Breack,Margaret River,Australia
Kolohe Andino,2019,6085,Oi Rio Pro,United States,https://www.worldsurfleague.com/athletes/1164/kolohe-andino,Regular,2008 Men's QS,25,180,79,Itaúna,Saquarena,Brasil
Frederico Morais,2021,6085,Rip Curl Narrabeen Classic,Portugal,https://www.worldsurfleague.com/athletes/1343/frederico-morais,Regular,2008 Men's QS,29,185,81,Narrabeen,New South Wales,Australia
Michael Rodrigues,2019,6085,Corona Bali Protected,Brazil,https://www.worldsurfleague.com/athletes/2251/michael-rodrigues,Regular,2010 Men's QS,24,175,75,Keramas,Bali,Indonesia
Jack Freestone,2019,6085,Quiksilver Pro France,Australia,https://www.worldsurfleague.com/athletes/2112/jack-freestone,Regular,2010 Men's QS,27,185,86,Hossegor,Landas,France
Jordy Smith,2018,6085,Corona Bali Protected,South Africa,https://www.worldsurfleague.com/athletes/564/jordy-smith,Regular,2006 Men's CT,30,190,88,Keramas,Bali,Indonesia
Mikey Wright,2018,6085,Corona Bali Protected,Australia,https://www.worldsurfleague.com/athletes/3830/mikey-wright,Regular,2012 Men's JR,22,183,80,Keramas,Bali,Indonesia
Julian Wilson,2019,6085,Margaret River Pro,Australia,https://www.worldsurfleague.com/athletes/763/julian-wilson,Regular,2007 Men's CT,30,183,82,Main Breack,Margaret River,Australia
Caio Ibelli,2019,6085,Margaret River Pro,Brazil,https://www.worldsurfleague.com/athletes/1291/caio-ibelli,Regular,2008 Men's QS,26,167,72,Main Breack,Margaret River,Australia
Griffin Colapinto,2021,6085,Margaret River Pro,United States,https://www.worldsurfleague.com/athletes/3165/griffin-colapinto,Regular,2011 Men's JR,23,178,78,Main Breack,Margaret River,Australia
Ethan Ewing,2022,6085,Rip Curl Pro Bells Beach,Australia,https://www.worldsurfleague.com/athletes/4133/ethan-ewing,Regular,2012 Men's JR,24,178,77,Bells Beach,Victoria,Australia
Yago Dora,2022,6085,J-Bay Open,Brazil,https://www.worldsurfleague.com/athletes/3994/yago-dora,Goofy,2012 Men's JR,26,181,77,Supertubes,Jeffreys Bay,South Africa
Kanoa Igarashi,2022,6085,J-Bay Open,Japan,https://www.worldsurfleague.com/athletes/3896/kanoa-igarashi,Regular,2012 Men's JR,25,180,78,Supertubes,Jeffreys Bay,South Africa
Leonardo Fioravanti,2019,6085,Quiksilver Pro France,Italy,https://www.worldsurfleague.com/athletes/2656/leonardo-fioravanti,Regular,2011 Men's JR,21,180,80,Hossegor,Landas,France
Conner Coffin,2018,6085,Quiksilver Pro France,United States,https://www.worldsurfleague.com/athletes/1215/conner-coffin,Regular,2008 Men's QS,25,172,76,Hossegor,Landas,France
Caio Ibelli,2022,6085,Tahiti Pro Teahupo'o,Brazil,https://www.worldsurfleague.com/athletes/1291/caio-ibelli,Regular,2008 Men's QS,29,167,72,Teahupo'o,Tahiti,French Polynesia
Gabriel Medina,2018,6085,MEO Pro Portugal,Brazil,https://www.worldsurfleague.com/athletes/1085/gabriel-medina,Goofy,2008 Men's QS,24,180,77,Guincho,Cascais,Portugal
Gabriel Medina,2018,6085,Quiksilver Pro France,Brazil,https://www.worldsurfleague.com/athletes/1085/gabriel-medina,Goofy,2008 Men's QS,24,180,77,Hossegor,Landas,France
John John Florence,2022,6085,MEO Pro Portugal,Hawaii,https://www.worldsurfleague.com/athletes/199/john-john-florence,Regular,2008 Men's QS,29,186,79,Guincho,Cascais,Portugal
Owen Wright,2018,6085,MEO Pro Portugal,Australia,https://www.worldsurfleague.com/athletes/297/owen-wright,Goofy,2006 Men's CT,28,190,81,Guincho,Cascais,Portugal
Italo Ferreira,2022,6085,MEO Pro Portugal,Brazil,https://www.worldsurfleague.com/athletes/1737/italo-ferreira,Goofy,2009 Men's QS,28,168,68,Guincho,Cascais,Portugal
Griffin Colapinto,2019,6085,Surf Ranch Pro,United States,https://www.worldsurfleague.com/athletes/3165/griffin-colapinto,Regular,2011 Men's JR,21,178,78,Surf Ranch,"Lemoore, California",USA
Griffin Colapinto,2021,6085,Rip Curl Narrabeen Classic,United States,https://www.worldsurfleague.com/athletes/3165/griffin-colapinto,Regular,2011 Men's JR,23,178,78,Narrabeen,New South Wales,Australia
Kanoa Igarashi,2019,6085,MEO Pro Portugal,Japan,https://www.worldsurfleague.com/athletes/3896/kanoa-igarashi,Regular,2012 Men's JR,22,180,78,Guincho,Cascais,Portugal
Caio Ibelli,2019,6085,MEO Pro Portugal,Brazil,https://www.worldsurfleague.com/athletes/1291/caio-ibelli,Regular,2008 Men's QS,26,167,72,Guincho,Cascais,Portugal
Italo Ferreira,2022,6085,Oi Rio Pro,Brazil,https://www.worldsurfleague.com/athletes/1737/italo-ferreira,Goofy,2009 Men's QS,28,168,68,Itaúna,Saquarena,Brasil
Yago Dora,2022,6085,Oi Rio Pro,Brazil,https://www.worldsurfleague.com/athletes/3994/yago-dora,Goofy,2012 Men's JR,26,181,77,Itaúna,Saquarena,Brasil
Griffin Colapinto,2021,6085,Surf Ranch Pro,United States,https://www.worldsurfleague.com/athletes/3165/griffin-colapinto,Regular,2011 Men's JR,23,178,78,Surf Ranch,"Lemoore, California",USA
Miguel Pupo,2022,6085,Billabong Pipe Masters,Brazil,https://www.worldsurfleague.com/athletes/688/miguel-pupo,Goofy,2008 Men's QS,30,175,73,Pipeline,Oahu,"Hawai, USA"
Leonardo Fioravanti,2021,6085,Corona Open Mexico,Italy,https://www.worldsurfleague.com/athletes/2656/leonardo-fioravanti,Regular,2011 Men's JR,23,180,80,Barra de la Cruz,Oaxaca,Mexico
Filipe Toledo,2021,6085,Rip Curl Newcastle Cup,Brazil,https://www.worldsurfleague.com/athletes/1456/filipe-toledo,Regular,2009 Men's QS,26,175,70,Merewether,Newcastle,Australia
Jordy Smith,2018,6085,J-Bay Open,South Africa,https://www.worldsurfleague.com/athletes/564/jordy-smith,Regular,2006 Men's CT,30,190,88,Supertubes,Jeffreys Bay,South Africa
Kelly Slater,2018,6085,Billabong Pipe Masters,United States,https://www.worldsurfleague.com/athletes/553/kelly-slater,Regular,1989 Men's CT,46,175,73,Pipeline,Oahu,"Hawai, USA"
Kanoa Igarashi,2018,6085,J-Bay Open,Japan,https://www.worldsurfleague.com/athletes/3896/kanoa-igarashi,Regular,2012 Men's JR,21,180,78,Supertubes,Jeffreys Bay,South Africa
Italo Ferreira,2022,6085,Surf City El Salvador Pro,Brazil,https://www.worldsurfleague.com/athletes/1737/italo-ferreira,Goofy,2009 Men's QS,28,168,68,El Tunco,La libertad,El Salvador
Filipe Toledo,2019,6085,J-Bay Open,Brazil,https://www.worldsurfleague.com/athletes/1456/filipe-toledo,Regular,2009 Men's QS,24,175,70,Supertubes,Jeffreys Bay,South Africa
Kolohe Andino,2019,6085,J-Bay Open,United States,https://www.worldsurfleague.com/athletes/1164/kolohe-andino,Regular,2008 Men's QS,25,180,79,Supertubes,Jeffreys Bay,South Africa
Jordy Smith,2019,6085,Quiksilver Pro Gold Coast,South Africa,https://www.worldsurfleague.com/athletes/564/jordy-smith,Regular,2006 Men's CT,31,190,88,Snapper Rocks,"Gold Coast, Queensland",Australia
Ethan Ewing,2022,6085,Hurley Pro Sunset Beach,Australia,https://www.worldsurfleague.com/athletes/4133/ethan-ewing,Regular,2012 Men's JR,24,178,77,Sunset Beach,Oahu,"Hawai, USA"
Gabriel Medina,2022,6085,Surf City El Salvador Pro,Brazil,https://www.worldsurfleague.com/athletes/1085/gabriel-medina,Goofy,2008 Men's QS,28,180,77,El Tunco,La libertad,El Salvador
Kanoa Igarashi,2021,6085,Surf Ranch Pro,Japan,https://www.worldsurfleague.com/athletes/3896/kanoa-igarashi,Regular,2012 Men's JR,24,180,78,Surf Ranch,"Lemoore, California",USA
Gabriel Medina,2022,6085,Quiksilver Pro G-Land,Brazil,https://www.worldsurfleague.com/athletes/1085/gabriel-medina,Goofy,2008 Men's QS,28,180,77,G-Land,Java,Indonesia
Jordy Smith,2018,6085,Billabong Pipe Masters,South Africa,https://www.worldsurfleague.com/athletes/564/jordy-smith,Regular,2006 Men's CT,30,190,88,Pipeline,Oahu,"Hawai, USA"
John John Florence,2019,6085,Quiksilver Pro Gold Coast,Hawaii,https://www.worldsurfleague.com/athletes/199/john-john-florence,Regular,2008 Men's QS,26,186,79,Snapper Rocks,"Gold Coast, Queensland",Australia
Patrick Gudauskas,2018,6085,Rip Curl Pro Bells Beach,United States,https://www.worldsurfleague.com/athletes/4/patrick-gudauskas,Regular,2008 Men's QS,32,183,72,Bells Beach,Victoria,Australia
